ATC,Interchangeable Category Name,DIN,Product Description,Prescriber Type,Reimbursment Price,Price Type,Benefit Status,MFR,Interchangeabiilty Flag
N06AB10,escitalopram 20mg tab,2429799,Jamp-Escitalopram 20mg Tab,DNP,0.331,M,SFC,JPC,Y
N06AB10,escitalopram 20mg tab,2430126,Escitalopram 20mg Tab,DNP,0.331,M,SFC,SAS,Y
N06AB10,escitalopram 20mg tab,2434660,ACH-Escitalopram 20mg Tab,DNP,0.331,M,SFC,AHI,Y
N06AB10,escitalopram 20mg tab,2440318,NAT-Escitalopram 20mg Tab,DNP,0.331,M,SFC,NAT,Y
N06AB10,escitalopram 20mg tab,2469251,pharma-Escitalopram 20mg Tab,DNP,0.331,M,SFC,PMS,Y
N06AB10,,2303965,pms-Escitalopram 20mg Tab,,,,,PMS,N
N06AF03,,476552,Nardil 15mg Tab,DNP,0.4667,L,SFC,ERF,N
N06AF04,,1919598,Parnate 10mg Tab,DNP,0.396,L,SFC,GSK,N
N06AG02,moclobemide 100mg tab,899348,Manerix 100mg Tab (discontinued),,,,,HLR,Y
N06AG02,moclobemide 100mg tab,2232148,Apo-Moclobemide 100mg Tab,DNP,0.34,M,SFC,APX,Y
N06AG02,moclobemide 150mg tab,899356,Manerix 150mg Tab,DNP,0.5042,M,SFC,MVL,Y
N06AG02,moclobemide 150mg tab,2232150,Apo-Moclobemide 150mg Tab,DNP,0.5042,M,SFC,APX,Y
N06AG02,moclobemide 300mg tab,2166747,Manerix 300mg Tab,DNP,0.9904,M,SFC,MVL,Y
N06AG02,moclobemide 300mg tab,2240456,Apo-Moclobemide 300mg Tab,DNP,0.9904,M,SFC,APX,Y
N06AX02,tryptophan 1g tab,654531,Tryptan 1g Tab,DNP,0.7126,M,E,VLN,Y
N06AX02,tryptophan 1g tab,2237250,ratio-Tryptophan 1g Tab,DNP,0.7126,M,E,TEV,Y
N06AX02,tryptophan 1g tab,2248539,Apo-Tryptophan 1g Tab,DNP,0.7126,M,E,APX,Y
N06AX02,tryptophan 500mg cap,718149,Tryptan 500mg Cap,DNP,0.3563,M,E,VLN,Y
N06AX02,tryptophan 500mg cap,2240334,ratio-Tryptophan 500mg Cap,DNP,0.3563,M,E,TEV,Y
N06AX02,tryptophan 500mg cap,2248540,Apo-Tryptophan 500mg Cap,DNP,0.3563,M,E,APX,Y
N06AX02,tryptophan 500mg tab,2029456,Tryptan 500mg Tab,DNP,0.3563,M,E,VLN,Y
N06AX02,tryptophan 500mg tab,2240333,ratio-Tryptophan 500mg Tab,DNP,0.3563,M,E,TEV,Y
N06AX02,tryptophan 500mg tab,2248538,Apo-Tryptophan 500mg Tab,DNP,0.3563,M,E,APX,Y
N06AX02,tryptophan 750mg tab,2239327,Tryptan 750mg Tab,DNP,0.9889,M,E,VLN,Y
N06AX02,tryptophan 750mg tab,2458721,Apo-Tryptophan 750mg Tab,DNP,0.9889,M,E,APX,Y
N06AX02,,2239326,Tryptan 250mg Tab,DNP,0.3957,L,E,VLN,N
N06AX05,trazodone 100mg tab,579378,Desyrel 100mg Tab (discontinued),,,,,BRI,Y
N06AX05,trazodone 100mg tab,1937235,pms-Trazodone 100mg Tab,DNP,0.0989,M,SFC,PMS,Y
N06AX05,trazodone 100mg tab,2144271,Teva-Trazodone 100mg Tab,DNP,0.0989,M,SFC,TEV,Y
N06AX05,trazodone 100mg tab,2147645,Apo-Trazodone 100mg Tab,DNP,0.0989,M,SFC,APX,Y
N06AX05,trazodone 100mg tab,2348780,Trazodone 100mg Tab,DNP,0.0989,M,SFC,SAS,Y
N06AX05,trazodone 150mg tab,702277,Desyrel 150mg Tab (discontinued),,,,,BRI,Y
N06AX05,trazodone 150mg tab,2144298,Teva-Trazodone 150mg Tab,DNP,0.1454,M,SFC,TEV,Y
N06AX05,trazodone 150mg tab,2147653,Apo-Trazodone 150mg Tab,,,,,APX,Y
N06AX05,trazodone 150mg tab,2348799,Trazodone 150mg Tab,DNP,0.1454,M,SFC,SAS,Y
N06AX05,trazodone 50mg tab,579351,Desyrel 50mg Tab (discontinued),,,,,BRI,Y
N06AX05,trazodone 50mg tab,1937227,pms-Trazodone 50mg Tab,DNP,0.0554,M,SFC,PMS,Y
N06AX05,trazodone 50mg tab,2144263,Teva-Trazodone 50mg Tab,DNP,0.0554,M,SFC,TEV,Y
N06AX05,trazodone 50mg tab,2147637,Apo-Trazodone 50mg Tab,DNP,0.0554,M,SFC,APX,Y
N06AX05,trazodone 50mg tab,2348772,Trazodone 50mg Tab,DNP,0.0554,M,SFC,SAS,Y
N06AX05,,2237339,pms-Trazodone 75mg Tab,,,,,PMS,N
N06AX11,mirtazapine 15mg RD tab,2248542,Remeron RD 15mg Tab,DNP,0.1406,M,SFC,FRS,Y
N06AX11,mirtazapine 15mg RD tab,2299801,Auro-Mirtazapine OD 15mg Tab,DNP,0.1406,M,SFC,ARO,Y
N06AX11,mirtazapine 30mg RD tab,2248543,Remeron RD 30mg Tab,DNP,0.2812,M,SFC,FRS,Y
N06AX11,mirtazapine 30mg RD tab,2299828,Auro-Mirtazapine OD 30mg Tab,DNP,0.2812,M,SFC,ARO,Y
N06AX11,mirtazapine 30mg tab,2243910,Remeron 30mg Tab,DNP,0.3255,M,SFC,FRS,Y
N06AX11,mirtazapine 30mg tab,2248762,pms-Mirtazapine 30mg Tab,DNP,0.3255,M,SFC,PMS,Y
N06AX11,mirtazapine 30mg tab,2250608,Sandoz Mirtazapine 30mg Tab,DNP,0.3255,M,SFC,SDZ,Y
N06AX11,mirtazapine 30mg tab,2256118,MYLAN-Mirtazapine 30mg Tab,DNP,0.3255,M,SFC,MYL,Y
N06AX11,mirtazapine 30mg tab,2259354,Novo-Mirtazapine 30mg Tab,DNP,0.3255,M,SFC,TEV,Y
N06AX11,mirtazapine 30mg tab,2286629,Apo-Mirtazapine 30mg Tab,DNP,0.3255,M,SFC,APX,Y
N06AX11,mirtazapine 30mg tab,2370689,Mirtazapine 30mg Tab (SAS),DNP,0.3255,M,SFC,SAS,Y
N06AX11,mirtazapine 30mg tab,2411709,Auro-Mirtazapine 30mg Tab,DNP,0.3255,M,SFC,ARO,Y
N06AX11,mirtazapine 45mg RD tab,2248544,Remeron RD 45mg Tab,DNP,0.4218,M,SFC,FRS,Y
N06AX11,mirtazapine 45mg RD tab,2299836,Auro-Mirtazapine OD 45mg Tab,DNP,0.4218,M,SFC,ARO,Y
N06AX11,,2250594,Sandoz Mirtazapine 15mg Tab,DNP,0.0974,L,SFC,SDZ,N
N06AX11,,2256096,MYLAN-Mirtazapine 15mg Tab,DNP,0.0975,L,SFC,MYL,N
N06AX11,,2273942,pms-Mirtazapine 15mg Tab,DNP,0.0975,L,SFC,PMS,N
N06AX11,,2286610,Apo-Mirtazapine 15mg Tab,DNP,0.0977,L,SFC,APX,N
N06AX11,,2411695,Auro-Mirtazapine 15mg Tab,DNP,0.0977,L,SFC,ARO,N
N06AX12,bupropion 100mg SR tab,2237824,Wellbutrin SR 100mg Tab (discontinued),,,,,BVL,Y
N06AX12,bupropion 100mg SR tab,2275074,Sandoz Bupropion SR 100mg Tab,DNP,0.1548,M,SFC,SDZ,Y
N06AX12,bupropion 100mg SR tab,2391562,Bupropion SR 100mg Tab,DNP,0.1548,M,SFC,SAS,Y
N06AX12,bupropion 150mg SR tab,2237825,Wellbutrin SR 150mg Tab,DNP,0.2311,M,SFC,VLN,Y
N06AX12,bupropion 150mg SR tab,2275082,Sandoz Bupropion SR 150mg Tab,DNP,0.2311,M,SFC,SDZ,Y
N06AX12,bupropion 150mg SR tab,2391570,Bupropion SR 150mg Tab,DNP,0.2311,M,SFC,SAS,Y
N06AX12,bupropion 150mg XL tab,2275090,Wellbutrin XL 150mg Tab,DNP,0.2926,M,SFC,VLN,Y
N06AX12,bupropion 150mg XL tab,2382075,MYLAN-Bupropion XL 150mg Tab,DNP,0.2926,M,SFC,MYL,Y
N06AX12,bupropion 150mg XL tab,2439654,ACT Bupropion XL 150mg Tab,DNP,0.2926,M,SFC,ATV,Y
N06AX12,bupropion 300mg XL tab,2275104,Wellbutrin XL 300mg Tab,DNP,0.5853,M,SFC,VLN,Y
N06AX12,bupropion 300mg XL tab,2382083,MYLAN-Bupropion XL 300mg Tab,DNP,0.5853,M,SFC,MYL,Y
N06AX12,bupropion 300mg XL tab,2439662,ACT Bupropion XL 300mg Tab,DNP,0.5853,M,SFC,ATV,Y
N06AX16,venlafaxine 150mg ER cap,2237282,Effexor XR 150mg Cap,DNP,0.1927,M,SFC,PFI,Y
N06AX16,venlafaxine 150mg ER cap,2275058,Teva-Venlafaxine XR 150mg Cap,DNP,0.1927,M,SFC,TEV,Y
N06AX16,venlafaxine 150mg ER cap,2278561,pms-Venlafaxine XR 150mg Cap,DNP,0.1927,M,SFC,PMS,Y
N06AX16,venlafaxine 150mg ER cap,2304333,CO Venlafaxine XR 150mg Cap,DNP,0.1927,M,SFC,ATV,Y
N06AX16,venlafaxine 150mg ER cap,2310295,MYLAN-Venlafaxine XR 150mg Cap (discontinued),,,,,MYL,Y
N06AX16,venlafaxine 150mg ER cap,2310333,Sandoz Venlafaxine XR 150mg Cap,DNP,0.1927,M,SFC,SDZ,Y
N06AX16,venlafaxine 150mg ER cap,2331705,Apo-Venlafaxine XR 150mg Cap,DNP,0.1927,M,SFC,APX,Y
N06AX16,venlafaxine 150mg ER cap,2354748,Venlafaxine XR 150mg Cap,DNP,0.1927,M,SFC,SAS,Y
N06AX16,venlafaxine 150mg ER cap,2380099,RAN-Venlafaxine XR 150mg Cap,DNP,0.1927,M,SFC,RAN,Y
N06AX16,venlafaxine 150mg ER cap,2385945,Venlafaxine-XR 150mg Cap,DNP,0.1927,M,SFC,SIV,Y
N06AX16,venlafaxine 150mg ER cap,2452855,Auro-Venlafaxine XR 150mg Cap,DNP,0.1927,M,SFC,ARO,Y
N06AX16,venlafaxine 37.5mg ER cap,2237279,Effexor XR 37.5mg Cap,DNP,0.0913,M,SFC,PFI,Y
N06AX16,venlafaxine 37.5mg ER cap,2275023,Teva-Venlafaxine XR 37.5mg Cap,DNP,0.0913,M,SFC,TEV,Y
N06AX16,venlafaxine 37.5mg ER cap,2278545,pms-Venlafaxine XR 37.5mg Cap,DNP,0.0913,M,SFC,PMS,Y
N06AX16,venlafaxine 37.5mg ER cap,2304317,CO Venlafaxine XR 37.5mg Cap,DNP,0.0913,M,SFC,ATV,Y
N06AX16,venlafaxine 37.5mg ER cap,2310279,MYLAN-Venlafaxine XR 37.5mg Cap (discontinued),,,,,MYL,Y
N06AX16,venlafaxine 37.5mg ER cap,2310317,Sandoz Venlafaxine XR 37.5mg Cap,DNP,0.0913,M,SFC,SDZ,Y
N06AX16,venlafaxine 37.5mg ER cap,2331683,Apo-Venlafaxine XR 37.5mg Cap,DNP,0.0913,M,SFC,APX,Y
N06AX16,venlafaxine 37.5mg ER cap,2354713,Venlafaxine XR 37.5mg Cap,DNP,0.0913,M,SFC,SAS,Y
N06AX16,venlafaxine 37.5mg ER cap,2380072,RAN-Venlafaxine XR 37.5mg Cap,DNP,0.0913,M,SFC,RAN,Y
N06AX16,venlafaxine 37.5mg ER cap,2385929,Venlafaxine-XR 37.5mg Cap,DNP,0.0913,M,SFC,SIV,Y
N06AX16,venlafaxine 37.5mg ER cap,2452839,Auro-Venlafaxine XR 37.5mg Cap,DNP,0.0913,M,SFC,ARO,Y
N06AX16,venlafaxine 75mg ER cap,2237280,Effexor XR 75mg Cap,DNP,0.1825,M,SFC,PFI,Y
N06AX16,venlafaxine 75mg ER cap,2275031,Teva-Venlafaxine XR 75mg Cap,DNP,0.1825,M,SFC,TEV,Y
N06AX16,venlafaxine 75mg ER cap,2278553,pms-Venlafaxine XR 75mg Cap,DNP,0.1825,M,SFC,PMS,Y
N06AX16,venlafaxine 75mg ER cap,2304325,CO Venlafaxine XR 75mg Cap (discontinued),,,,,ATV,Y
N06AX16,venlafaxine 75mg ER cap,2310287,MYLAN-Venlafaxine XR 75mg Cap (discontinued),,,,,MYL,Y
N06AX16,venlafaxine 75mg ER cap,2310325,Sandoz Venlafaxine XR 75mg Cap,DNP,0.1825,M,SFC,SDZ,Y
N06AX16,venlafaxine 75mg ER cap,2331691,Apo-Venlafaxine XR 75mg Cap,DNP,0.1825,M,SFC,APX,Y
N06AX16,venlafaxine 75mg ER cap,2354721,Venlafaxine XR  75mg Cap,DNP,0.1825,M,SFC,SAS,Y
N06AX16,venlafaxine 75mg ER cap,2380080,RAN-Venlafaxine XR 75mg Cap,DNP,0.1825,M,SFC,RAN,Y
N06AX16,venlafaxine 75mg ER cap,2385937,Venlafaxine-XR 75mg Cap,DNP,0.1825,M,SFC,SIV,Y
N06AX16,venlafaxine 75mg ER cap,2452847,Auro-Venlafaxine XR 75mg Cap,DNP,0.1825,M,SFC,ARO,Y
N06AX21,duloxetine 30mg cap,2301482,Cymbalta 30mg Cap,DNP,0.4814,M,E,LIL,Y
N06AX21,duloxetine 30mg cap,2426633,Mylan-Duloxetine 30mg Cap (discontinued),,,,,MYL,Y
N06AX21,duloxetine 30mg cap,2429446,pms-Duloxetine 30mg Cap,DNP,0.4814,M,E,PMS,Y
N06AX21,duloxetine 30mg cap,2436647,Auro-Duloxetine 30mg Cap,DNP,0.4814,M,E,ARO,Y
N06AX21,duloxetine 30mg cap,2437082,Duloxetine DR 30mg Cap,DNP,0.4814,M,E,TEV,Y
N06AX21,duloxetine 30mg cap,2438259,Ran-Duloxetine 30mg Cap,DNP,0.4814,M,E,RAN,Y
N06AX21,duloxetine 30mg cap,2438984,MINT-Duloxetine 30mg Cap,DNP,0.4814,M,E,MNT,Y
N06AX21,duloxetine 30mg cap,2439948,Sandoz Duloxetine 30mg Cap,DNP,0.4814,M,E,SDZ,Y
N06AX21,duloxetine 30mg cap,2440423,Apo-Duloxetine 30mg Cap,DNP,0.4814,M,E,APX,Y
N06AX21,duloxetine 30mg cap,2446081,Mar-Duloxetine 30mg Cap,DNP,0.4814,M,E,MAR,Y
N06AX21,duloxetine 30mg cap,2451913,Jamp-Duloxetine 30mg Cap,DNP,0.4814,M,E,JPC,Y
N06AX21,duloxetine 30mg cap,2453630,Duloxetine 30mg Cap,DNP,0.4814,M,E,SIV,Y
N06AX21,duloxetine 60mg cap,2301490,Cymbalta 60mg Cap,DNP,0.9769,M,E,LIL,Y
N06AX21,duloxetine 60mg cap,2426641,Mylan-Duloxetine 60mg Cap (discontinued),,,,,MYL,Y
N06AX21,duloxetine 60mg cap,2429454,pms-Duloxetine 60mg Cap,DNP,0.9769,M,E,PMS,Y
N06AX21,duloxetine 60mg cap,2436655,Auro-Duloxetine 60mg Cap,DNP,0.9769,M,E,ARO,Y
N06AX21,duloxetine 60mg cap,2437090,Duloxetine DR 60mg Cap,DNP,0.9769,M,E,TEV,Y
N06AX21,duloxetine 60mg cap,2438267,Ran-Duloxetine 60mg Cap,DNP,0.9769,M,E,RAN,Y
N06AX21,duloxetine 60mg cap,2438992,MINT-Duloxetine 60mg Cap,DNP,0.9769,M,E,MNT,Y
N06AX21,duloxetine 60mg cap,2439956,Sandoz Duloxetine 60mg Cap,DNP,0.9769,M,E,SDZ,Y
N06AX21,duloxetine 60mg cap,2440431,Apo-Duloxetine 60mg Cap,DNP,0.9769,M,E,APX,Y
N06AX21,duloxetine 60mg cap,2446103,Mar-Duloxetine 60mg Cap,DNP,0.9769,M,E,MAR,Y
N06AX21,duloxetine 60mg cap,2451921,Jamp-Duloxetine 60mg Cap,DNP,0.9769,M,E,JPC,Y
N06AX21,duloxetine 60mg cap,2453649,Duloxetine 60mg Cap,DNP,0.9769,M,E,SIV,Y
N06AX23,desvenlafaxine 100mg ER tab,2321106,Pristiq ER 100mg Tab,,,,,PFI,Y
N06AX23,desvenlafaxine 100mg ER tab,2466996,Apo-Desvenlafaxine ER 100mg Tab,,,,,APX,Y
N06AX23,desvenlafaxine 50mg ER tab,2321092,Pristiq ER 50mg Tab,,,,,PFI,Y
N06AX23,desvenlafaxine 50mg ER tab,2466988,Apo-Desvenlafaxine ER 50mg Tab,,,,,APX,Y
N06BA01,amphetamine 10mg XR cap,2248809,Adderall XR 10mg Cap,DN,0.6105,M,SFC,SHI,Y
N06BA01,amphetamine 10mg XR cap,2439247,ACT Amphetamine XR 10mg Cap,DN,0.6105,M,SFC,ATV,Y
N06BA01,amphetamine 10mg XR cap,2440377,pms-Amphetamines XR 10mg Cap (discontinued),,,,,PMS,Y
N06BA01,amphetamine 10mg XR cap,2457296,Sandoz Amphetamine XR 10mg Cap,DN,0.6105,M,SFC,SDZ,Y
N06BA01,amphetamine 15mg XR cap,2248810,Adderall XR 15mg Cap,DN,0.6838,M,SFC,SHI,Y
N06BA01,amphetamine 15mg XR cap,2439255,ACT Amphetamine XR 15mg Cap,DN,0.6838,M,SFC,ATV,Y
N06BA01,amphetamine 15mg XR cap,2440385,pms-Amphetamines XR 15mg Cap (discontinued),,,,,PMS,Y
N06BA01,amphetamine 15mg XR cap,2457318,Sandoz Amphetamine XR 15mg Cap,DN,0.6838,M,SFC,SDZ,Y
N06BA01,amphetamine 20mg XR cap,2248811,Adderall XR 20mg Cap,DN,0.7572,M,SFC,SHI,Y
N06BA01,amphetamine 20mg XR cap,2439263,ACT Amphetamine XR 20mg Cap,DN,0.7572,M,SFC,ATV,Y
N06BA01,amphetamine 20mg XR cap,2440393,pms-Amphetamines XR 20mg Cap (discontinued),,,,,PMS,Y
N06BA01,amphetamine 20mg XR cap,2457326,Sandoz Amphetamine XR 20mg Cap,DN,0.7572,M,SFC,SDZ,Y
N06BA01,amphetamine 25mg XR cap,2248812,Adderall XR 25mg Cap,DN,0.8305,M,SFC,SHI,Y
N06BA01,amphetamine 25mg XR cap,2439271,ACT Amphetamine XR 25mg Cap,DN,0.8305,M,SFC,ATV,Y
N06BA01,amphetamine 25mg XR cap,2440407,pms-Amphetamines XR 25mg Cap (discontinued),,,,,PMS,Y
N06BA01,amphetamine 25mg XR cap,2457334,Sandoz Amphetamine XR 25mg Cap,DN,0.8305,M,SFC,SDZ,Y
N06BA01,amphetamine 30mg XR cap,2248813,Adderall XR 30mg Cap,DN,0.9038,M,SFC,SHI,Y
N06BA01,amphetamine 30mg XR cap,2439298,ACT Amphetamine XR 30mg Cap,DN,0.9038,M,SFC,ATV,Y
N06BA01,amphetamine 30mg XR cap,2440415,pms-Amphetamines XR 30mg Cap (discontinued),,,,,PMS,Y
N06BA01,amphetamine 30mg XR cap,2457342,Sandoz Amphetamine XR 30mg Cap,DN,0.9038,M,SFC,SDZ,Y
N06BA01,amphetamine 5mg XR cap,2248808,Adderall XR  5mg Cap,DN,0.5372,M,SFC,SHI,Y
N06BA01,amphetamine 5mg XR cap,2439239,ACT Amphetamine XR 5mg Cap,DN,0.5372,M,SFC,ATV,Y
N06BA01,amphetamine 5mg XR cap,2440369,pms-Amphetamines XR 5mg Cap (discontinued),,,,,PMS,Y
N06BA01,amphetamine 5mg XR cap,2457288,Sandoz Amphetamine XR 5mg Cap,DN,0.5372,M,SFC,SDZ,Y
N06BA02,dextroamphetamine 5mg tab,1924516,Dexedrine 5mg Tab,DN,0.5081,M,SFC,PAL,Y
N06BA02,dextroamphetamine 5mg tab,2443236,Apo-Dextroamphetamine 5mg Tab,DN,0.5081,M,SFC,APX,Y
N06BA02,dextroamphetamine SR 10mg cap,1924559,Dexedrine Spansule 10mg Cap,DN,0.8096,M,SFC,PAL,Y
N06BA02,dextroamphetamine SR 10mg cap,2448319,ACT Dextroamphetamine SR 10mg Cap,DN,0.8096,M,SFC,ATV,Y
N06BA02,dextroamphetamine SR 15mg cap,1924567,Dexedrine Spansule 15mg Cap,DN,0.9898,M,SFC,PAL,Y
N06BA02,dextroamphetamine SR 15mg cap,2448327,ACT Dextroamphetamine SR 15mg Cap,DN,0.9898,M,SFC,ATV,Y
N06BA04,methylphenidate 10mg tab,5606,Ritalin 10mg Tab,DN,0.1271,M,SFC,NVR,Y
N06BA04,methylphenidate 10mg tab,584991,pms-Methylphenidate 10mg Tab,DN,0.1271,M,SFC,PMS,Y
N06BA04,methylphenidate 10mg tab,2249324,Apo-Methylphenidate 10mg Tab,DN,0.1271,M,SFC,APX,Y
N06BA04,methylphenidate 18mg ER tab,2247732,Concerta 18mg Tab,DN,0.5246,M,E,JAN,Y
N06BA04,methylphenidate 18mg ER tab,2315068,Novo-Methylphenidate ER-C 18mg Tab (discontinued),,,,,TEV,Y
N06BA04,methylphenidate 18mg ER tab,2413728,pms-Methylphenidate ER 18mg Tab,DN,0.5246,M,E,PMS,Y
N06BA04,methylphenidate 18mg ER tab,2441934,ACT Methylphenidate ER 18mg Tab,DN,0.5246,M,E,ATV,Y
N06BA04,methylphenidate 18mg ER tab,2452731,Apo-Methylphenidate ER 18mg Tab,DN,0.5246,M,E,APX,Y
N06BA04,methylphenidate 20mg SR tab,632775,Ritalin SR 20mg Tab,DN,0.282,M,SFC,NVR,Y
N06BA04,methylphenidate 20mg SR tab,2266687,Apo-Methylphenidate SR 20mg Tab,DN,0.282,M,SFC,APX,Y
N06BA04,methylphenidate 20mg SR tab,2320312,Sandoz Methylphenidate SR 20mg Tab,DN,0.282,M,SFC,SDZ,Y
N06BA04,methylphenidate 20mg tab,5614,Ritalin 20mg Tab,DN,0.2359,M,SFC,NVR,Y
N06BA04,methylphenidate 20mg tab,585009,pms-Methylphenidate 20mg Tab,DN,0.2359,M,SFC,PMS,Y
N06BA04,methylphenidate 20mg tab,2249332,Apo-Methylphenidate 20mg Tab,DN,0.2359,M,SFC,APX,Y
N06BA04,methylphenidate 27mg ER tab,2250241,Concerta 27mg Tab,DN,0.6055,M,E,JAN,Y
N06BA04,methylphenidate 27mg ER tab,2315076,Novo-Methylphenidate ER-C 27mg Tab (discontinued),,,,,TEV,Y
N06BA04,methylphenidate 27mg ER tab,2413736,pms-Methylphenidate ER 27mg Tab,DN,0.6055,M,E,PMS,Y
N06BA04,methylphenidate 27mg ER tab,2441942,ACT Methylphenidate ER 27mg Tab,DN,0.6055,M,E,ATV,Y
N06BA04,methylphenidate 27mg ER tab,2452758,Apo-Methylphenidate ER 27mg Tab,DN,0.6055,M,E,APX,Y
N06BA04,methylphenidate 36mg ER tab,2247733,Concerta 36mg Tab,DN,0.6863,M,E,JAN,Y
N06BA04,methylphenidate 36mg ER tab,2315084,Novo-Methylphenidate ER-C 36mg Tab (discontinued),,,,,TEV,Y
N06BA04,methylphenidate 36mg ER tab,2413744,pms-Methylphenidate ER 36mg Tab,DN,0.6863,M,E,PMS,Y
N06BA04,methylphenidate 36mg ER tab,2441950,ACT Methylphenidate ER 36mg Tab,DN,0.6863,M,E,ATV,Y
N06BA04,methylphenidate 36mg ER tab,2452766,Apo-Methylphenidate ER 36mg Tab,DN,0.6863,M,E,APX,Y
N06BA04,methylphenidate 54mg ER tab,2247734,Concerta 54mg Tab,DN,0.8479,M,E,JAN,Y
N06BA04,methylphenidate 54mg ER tab,2315092,Novo-Methylphenidate ER-C 54mg Tab (discontinued),,,,,TEV,Y
N06BA04,methylphenidate 54mg ER tab,2330377,Apo-Methylphenidate ER 54mg Tab,DN,0.8479,M,E,APX,Y
N06BA04,methylphenidate 54mg ER tab,2413752,pms-Methylphenidate ER 54mg Tab,DN,0.8479,M,E,PMS,Y
N06BA04,methylphenidate 54mg ER tab,2441969,ACT Methylphenidate ER 54mg Tab,DN,0.8479,M,E,ATV,Y
N06BA04,,2234749,pms-Methylphenidate 5mg Tab,DN,0.0947,L,SFC,PMS,N
N06BA04,,2273950,Apo-Methylphenidate 5mg Tab,DN,0.0947,L,SFC,APX,N
N06BA04,,2277131,Biphentin 15mg Cap,DN,1.067,L,E,PFR,N
N06BA04,,2277158,Biphentin 20mg Cap,DN,1.377,L,E,PFR,N
N06BA04,,2277166,Biphentin 10mg Cap,DN,0.7455,L,E,PFR,N
N06BA04,,2277174,Biphentin 30mg Cap,DN,1.89,L,E,PFR,N
N06BA04,,2277182,Biphentin 40mg Cap,DN,2.408,L,E,PFR,N
N06BA04,,2277190,Biphentin 50mg Cap,DN,2.921,L,E,PFR,N
N06BA04,,2277204,Biphentin 60mg Cap,DN,3.4,L,E,PFR,N
N06BA04,,2277212,Biphentin 80mg Cap,DN,4.485,L,E,PFR,N
N06BA07,modafinil 100mg tab,2239665,Alertec 100mg Tab,DNP,0.3475,M,E,TEV,Y
N06BA07,modafinil 100mg tab,2285398,Modafinil 100mg Tab,DNP,0.3475,M,E,APX,Y
N06BA07,modafinil 100mg tab,2420260,Teva-Modafinil 100mg Tab,DNP,0.3475,M,E,TEV,Y
N06BA07,modafinil 100mg tab,2430487,Auro-Modafinil 100mg Tab,DNP,0.3475,M,E,ARO,Y
N06BA07,modafinil 100mg tab,2432560,Mar-Modafinil 100mg Tab,DNP,0.3475,M,E,MAR,Y
N06BA09,atomoxetine 100mg cap,2279355,Strattera 100mg Cap,DNP,1.3382,M,SF,LIL,Y
N06BA09,atomoxetine 100mg cap,2318083,Apo-Atomoxetine 100mg Cap,DNP,1.3382,M,SF,APX,Y
N06BA09,atomoxetine 100mg cap,2362538,Teva-Atomoxetine 100mg Cap,DNP,1.3382,M,SF,TEV,Y
N06BA09,atomoxetine 100mg cap,2378981,MYLAN-Atomoxetine 100mg Cap (discontinued),,,,,MYL,Y
N06BA09,atomoxetine 100mg cap,2386488,Sandoz Atomoxetine 100mg Cap,DNP,1.3382,M,SF,SDZ,Y
N06BA09,atomoxetine 100mg cap,2467828,Atomoxetine 100mg Cap,DNP,1.3382,M,SF,SAS,Y
N06BA09,atomoxetine 10mg cap,2262800,Strattera 10mg Cap,DNP,0.5106,M,SF,LIL,Y
N06BA09,atomoxetine 10mg cap,2314541,Novo-Atomoxetine 10mg Cap,DNP,0.5106,M,SF,TEV,Y
N06BA09,atomoxetine 10mg cap,2318024,Apo-Atomoxetine 10mg Cap,DNP,0.5106,M,SF,APX,Y
N06BA09,atomoxetine 10mg cap,2381028,pms-Atomoxetine 10mg Cap,DNP,0.5106,M,SF,PMS,Y
N06BA09,atomoxetine 10mg cap,2386410,Sandoz Atomoxetine 10mg Cap,DNP,0.5106,M,SF,SDZ,Y
N06BA09,atomoxetine 10mg cap,2445883,Atomoxetine 10mg Cap,DNP,0.5106,M,SF,SIV,Y
N06BA09,atomoxetine 10mg cap,2467747,Atomoxetine 10mg Cap,DNP,0.5106,M,SF,SAS,Y
N06BA09,atomoxetine 18mg cap,2262819,Strattera 18mg Cap,DNP,0.5748,M,SF,LIL,Y
N06BA09,atomoxetine 18mg cap,2314568,Novo-Atomoxetine 18mg Cap,DNP,0.5748,M,SF,TEV,Y
N06BA09,atomoxetine 18mg cap,2318032,Apo-Atomoxetine 18mg Cap,DNP,0.5748,M,SF,APX,Y
N06BA09,atomoxetine 18mg cap,2378930,MYLAN-Atomoxetine 18mg Cap (discontinued),,,,,MYL,Y
N06BA09,atomoxetine 18mg cap,2381036,pms-Atomoxetine 18mg Cap,DNP,0.5748,M,SF,PMS,Y
N06BA09,atomoxetine 18mg cap,2386429,Sandoz Atomoxetine 18mg Cap,DNP,0.5748,M,SF,SDZ,Y
N06BA09,atomoxetine 18mg cap,2445905,Atomoxetine 18mg Cap,DNP,0.5748,M,SF,SIV,Y
N06BA09,atomoxetine 18mg cap,2467755,Atomoxetine 18mg Cap,DNP,0.5748,M,SF,SAS,Y
N06BA09,atomoxetine 25mg cap,2262827,Strattera 25mg Cap,DNP,0.642,M,SF,LIL,Y
N06BA09,atomoxetine 25mg cap,2314576,Novo-Atomoxetine 25mg Cap,DNP,0.642,M,SF,TEV,Y
N06BA09,atomoxetine 25mg cap,2318040,Apo-Atomoxetine 25mg Cap,DNP,0.642,M,SF,APX,Y
