Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,Plastic Surgery,Palmar Fascia Excision for Dupuytren's Disease,"Atiyah, Abdulrazzak O",,,,,38,300,11,32
2019_q2,,Temperomandibular Joint Surgery (TMJ),,Total,Provincial,2019,2,194,266,128,285
12month_rolling,,Nissen Fundoplication - Laparoscopic,,Zone 4,QE2,2019,4,77,374,57,545
2018_q3,,Carpal Tunnel Surgery,,Zone 4,Dartmouth General,2018,3,126,160,77,132
2018_q4,,Colorectal Cancer Surgery,,Zone 4,QE2,2018,4,19,46,28,61
2018_q2,,Sinus Surgery,,Total,Provincial,2018,2,55,477,114,417
12month_rolling,Obstetrics/Gynaecology,All,"McCarthy, Leanne",,,,,54,219,78,191
2018_q4,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 3,Cape Breton Regional,2018,4,,,37,147
2018_q3,,Cataract Surgery,,Zone 2,Colchester East Hants Health Centre,2018,3,121,142,107,138
2018_q3,,Knee Scope with ACL Repair,,Zone 4,QE2,2018,3,64,94,111,424
2019_q1,,Dental Extractions and Restorations  (Adult),,Zone 4,Dartmouth General,2019,1,6,17,42,84
2018_q3,,Bladder Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2018,3,25,34,55,84
2018_q2,,Gallbladder Surgery,,Zone 1,Valley Regional,2018,2,43,128,66,170
2018_q3,,Bowel Resection - Open,,Zone 2,Colchester East Hants Health Centre,2018,3,37,90,26,58
12month_rolling,General Surgery,Colorectal Cancer Surgery,"McGory,Rodney W",,,,,13,27,25,43
2019_q2,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 4,QE2,2019,2,28,129,,
2017_q4,,Sinus Surgery,,Total,Provincial,2017,4,44,210,120,312
2019_q2,,Hysteroscopy,,Zone 4,Dartmouth General,2019,2,30,133,52,92
2018_q3,,Gallbladder Surgery,,Zone 1,South Shore Regional,2018,3,27,82,19,58
2019_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2019,3,46,86,42,147
2019_q4,,Ear Tubes  (Pediatric),,IWK,IWK,2019,4,77,143,55,154
12month_rolling,Plastic Surgery,Aesthetic Surgery,"Atiyah, Abdulrazzak O",,,,,16,133,11,34
2018_q1,,Lung Cancer Surgery,,Zone 4,QE2,2018,1,17,33,29,73
12month_rolling,General Surgery,Bowel Resection,"Porter, Geoffrey A",,,,,10,46,30,58
2018_q2,,Hernia Repair  (Adult),,Zone 2,Colchester East Hants Health Centre,2018,2,56,125,98,184
2018_q2,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2018,2,48,158,38,45
12month_rolling,Thoracic Surgery,Thoroscopy / Pleuroscopy,"Henteleff, Harry J",,,,,20,29,27,38
2017_q4,,Surgery for Hearing or Balance Problems of the Ear,,Total,Provincial,2017,4,67,566,32,126
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Clarke, Gregory",,,,,79,204,75,90
12month_rolling,,Bowel Resection - Laparoscopic,,Zone 2,Aberdeen Hospital,2019,4,17,59,31,60
12month_rolling,Urology,Kidney Stone Surgery,"Skinner, Thomas",,,,,23,51,37,56
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Rigby, Matthew Hall",,,,,49,70,201,435
12month_rolling,,Insertion Vascular Access Catheter,,Zone 2,Colchester East Hants Health Centre,2019,4,,,12,22
12month_rolling,Orthopaedic,Knee Replacement,"Howatt, Eric",,,,,76,143,398,679
2019_q4,,Knee Replacement,,Zone 1,Valley Regional,2019,4,83,142,486,612
2018_q4,,Male Reproductive System Surgery,,Total,Provincial,2018,4,63,226,70,226
2019_q2,,Bowel Resection,,Zone 3,Cape Breton Regional,2019,2,28,121,25,54
12month_rolling,Urology,Male Reproductive System Surgery,"T'ien, Wallace",,,,,131,194,148,379
2019_q2,,Hernia Repair - Umbilical,,Total,Provincial,2019,2,77,205,78,198
2018_q1,,Ear Tubes  (Pediatric),,Zone 3,Northside General,2018,1,19,27,,
12month_rolling,Orthopaedic,Knee Scope,"Coady, Catherine M",,,,,59,262,124,467
3month_rolling,,Shoulder Surgery,,Zone 4,QE2,2019,4,113,246,93,477
12month_rolling,Orthopaedic,Knee Replacement - Partial,"Urquhart, Nathan Alexander",,,,,71,140,235,310
3month_rolling,,Knee Scope,,Zone 2,Aberdeen Hospital,2019,4,76,730,80,269
2018_q3,,Kidney Stone Surgery,,Zone 3,Cape Breton Regional,2018,3,,,38,80
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Lefel, Oleg",,,,,16,56,51,137
12month_rolling,,Cystoscopy,,Zone 3,Cape Breton Regional,2019,4,13,77,21,98
3month_rolling,,Gallbladder Surgery,,Zone 2,Cumberland Regional,2019,4,51,192,32,131
12month_rolling,Cardiac Surgery,Cardiovascular Surgery,"Stewart, Keir Marshall",,,,,,,7,79
2018_q4,,Hernia Repair - Laparoscopic Inguinal Femoral,,Total,Provincial,2018,4,120,275,126,276
2018_q3,,Male Reproductive System Surgery,,IWK,IWK,2018,3,45,84,131,234
12month_rolling,Otolaryngology (ENT),Septoplasty,"LeBlanc, Robin B",,,,,211,336,94,162
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Tynski, Gregory",,,,,191,255,41,126
2019_q1,,Gastric Surgery - Laparoscopic,,Zone 4,QE2,2019,1,70,291,137,294
12month_rolling,,Foot - Bunionectomy,,Zone 1,South Shore Regional,2019,4,54,559,211,329
12month_rolling,Obstetrics/Gynaecology,All,"Kieser, Katharina E",,,,,15,44,56,97
2018_q3,,Melanoma Excision,,Zone 4,QE2,2018,3,12,50,23,64
12month_rolling,,Orthopaedic Trauma,,Zone 3,St. Marthas Regional,2019,4,,,2,3
2019_q1,,Kidney Removal,,Total,Provincial,2019,1,13,40,51,103
3month_rolling,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2019,4,4,10,21,92
2018_q4,,Salivary Gland Surgery,,Total,Provincial,2018,4,42,146,73,270
2018_q3,,Gallbladder Surgery,,Zone 2,Colchester East Hants Health Centre,2018,3,30,52,29,66
12month_rolling,Orthopaedic,Hip Arthroscopy,"Urquhart, Nathan Alexander",,,,,56,244,137,324
2019_q1,,Vitreoretinal Diseases,,Zone 4,QE2,2019,1,24,73,29,170
2018_q1,,Septoplasty,,Zone 3,St. Marthas Regional,2018,1,61,100,102,141
2019_q1,,Laryngology and Vocal Cord Surgery,,Total,Provincial,2019,1,22,110,38,312
2018_q2,,Palmar Fascia Excision for Dupuytren's Disease,,Total,Provincial,2018,2,86,247,49,145
2018_q3,,Kidney Removal,,Total,Provincial,2018,3,18,44,47,90
2018_q1,,Gastrointestinal Tract Surgery,,Zone 1,South Shore Regional,2018,1,17,85,22,64
12month_rolling,Ophthalmology,Cataract Surgery,"Oosthuizen, Pieter",,,,,7,7,13,28
2018_q3,,Bone / Cartilage Graft,,Zone 1,South Shore Regional,2018,3,,,77,148
2018_q2,,Hysteroscopy,,Total,Provincial,2018,2,37,138,37,104
2018_q2,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2018,2,74,268,171,468
12month_rolling,Urology,Kidney Stone Surgery,"Lawen, Joseph G",,,,,28,31,25,51
2018_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,Cape Breton Regional,2018,2,36,161,26,39
3month_rolling,,Lung Cancer Surgery,,Zone 4,QE2,2019,4,20,43,43,88
12month_rolling,General Surgery,Hernia Repair  (Adult),"King, Jenelle",,,,,18,40,29,89
2019_q2,,Knee Scope,,Zone 4,Dartmouth General,2019,2,57,106,102,288
12month_rolling,Urology,Kidney / Upper Urinary Tract,"Massaro, Peter",,,,,22,61,38,65
3month_rolling,,Breast Reconstruction,,Zone 4,QE2,2019,4,93,320,50,546
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 2,Aberdeen Hospital,2019,4,88,286,88,168
12month_rolling,Otolaryngology (ENT),Head and Neck Surgery,"Smith, Andrew Neil",,,,,18,26,96,183
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"Swinkles, Stephanie",,,,,,,29,81
2019_q4,,Cervical Spine (Neck) Surgery,,Zone 4,QE2,2019,4,72,376,35,150
2019_q2,,Gallbladder Surgery,,Zone 4,QE2,2019,2,61,274,56,352
2019_q4,,Cystoscopy,,IWK,IWK,2019,4,,,47,89
2018_q2,,Colorectal Cancer Surgery,,Zone 3,Cape Breton Regional,2018,2,10,33,15,28
2018_q4,,Dental Extractions and Restorations  (Adult),,Zone 1,South Shore Regional,2018,4,41,202,88,199
2019_q1,,Bowel Resection - Open,,Zone 1,Valley Regional,2019,1,,,30,79
12month_rolling,Otolaryngology (ENT),Head and Neck Surgery,"Trites, Jonathan R",,,,,22,87,23,174
2018_q2,,Nissen Fundoplication - Laparoscopic,,Zone 4,QE2,2018,2,63,350,171,509
2019_q1,,Foot - Bunionectomy,,Total,Provincial,2019,1,94,362,187,367
2019_q2,,Bowel Resection - Laparoscopic,,Total,Provincial,2019,2,24,121,30,86
2019_q2,,Septoplasty,,Zone 4,Dartmouth General,2019,2,140,344,128,256
2018_q3,,Functional Endoscopic Sinus Surgery (FESS),,Total,Provincial,2018,3,71,266,89,253
12month_rolling,General Surgery,Hernia Repair - Incisional,"McGibney, Kieron",,,,,41,117,89,138
2019_q2,,Shoulder Arthroscopy,,Zone 4,Hants Community Hospital,2019,2,50,475,70,193
2018_q4,,Gallbladder Surgery,,Zone 4,QE2,2018,4,35,131,45,154
2019_q2,,Male Circumcision  (Adult),,Zone 2,Colchester East Hants Health Centre,2019,2,41,85,108,150
12month_rolling,,Lymph Node Biopsy,,Zone 4,QE2,2019,4,10,41,26,63
12month_rolling,General Surgery,Hernia Repair  (Adult),"Yaffe, Paul",,,,,55,111,43,155
3month_rolling,,Hernia Repair  (Adult),,Zone 2,Colchester East Hants Health Centre,2019,4,35,87,66,176
12month_rolling,Orthopaedic,Shoulder Surgery,"Trenholm, J Andrew I",,,,,56,156,238,605
2017_q4,,Carpal Tunnel Surgery,,Zone 2,Aberdeen Hospital,2017,4,,,57,111
2019_q1,,Pelvic Floor Repair,,Zone 2,Colchester East Hants Health Centre,2019,1,,,126,173
2018_q3,,Gallbladder Surgery,,Zone 3,St. Marthas Regional,2018,3,17,32,111,186
2017_q4,,Breast Reduction Surgery,,Total,Provincial,2017,4,52,388,105,372
2019_q4,,Knee Scope,,IWK,IWK,2019,4,,,61,126
12month_rolling,Neurosurgery,Back Surgery  (Adult),"Malik, Hatim G",,,,,8,28,20,55
2019_q2,,Back Surgery  (Adult),,Total,Provincial,2019,2,75,248,90,237
2017_q4,,Hernia Repair - Umbilical,,Zone 1,Yarmouth Regional,2017,4,33,49,,
2017_q4,,Gallbladder Surgery,,Zone 3,Cape Breton Regional,2017,4,25,88,36,139
2018_q2,,Cervical Spine (Neck) Surgery,,Zone 4,QE2,2018,2,92,370,78,197
2018_q4,,Hernia Repair  (Adult),,Zone 1,Valley Regional,2018,4,67,200,42,132
2019_q1,,Hernia Repair - Umbilical,,Zone 4,QE2,2019,1,133,205,50,228
12month_rolling,General Surgery,Bowel Resection,"McKenney, Roderick",,,,,48,76,43,66
12month_rolling,,Hip Arthroscopy,,Zone 4,Dartmouth General,2019,4,65,663,147,301
2019_q2,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2019,2,44,210,43,109
12month_rolling,Thoracic Surgery,All,"Plourde, Madelaine M",,,,,42,84,55,122
2019_q4,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 1,Valley Regional,2019,4,37,50,32,37
2017_q4,,Pancreas Surgery,,Total,Provincial,2017,4,19,35,23,49
2018_q4,,Hernia Repair - Inguinal/Femoral,,Zone 4,QE2,2018,4,150,196,28,198
2018_q4,,Hernia Repair  (Adult),,Zone 1,South Shore Regional,2018,4,35,106,28,95
2019_q1,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,Cape Breton Regional,2019,1,55,245,26,76
2018_q2,,Peritoneal Lavage or Catherization,,Total,Provincial,2018,2,20,42,14,32
2019_q4,,Coronary Artery Bypass Graft,,Zone 4,QE2,2019,4,,,6,72
12month_rolling,General Surgery,Hernia Repair  (Adult),"Gala Lopez, Boris",,,,,38,89,24,60
2019_q3,,Bowel Resection - Open,,Zone 1,South Shore Regional,2019,3,31,90,21,38
2018_q3,,Knee Scope with ACL Repair,,Zone 4,Hants Community Hospital,2018,3,10,102,48,223
2018_q1,,Prostatectomy,,Total,Provincial,2018,1,19,78,41,110
12month_rolling,,Foot - Bunionectomy,,Zone 1,Valley Regional,2019,4,,,272,283
3month_rolling,General Surgery,,,,,2019,4,,,44,183
2018_q2,,Colorectal Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2018,2,,,29,38
2018_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Aberdeen Hospital,2018,1,,,30,174
12month_rolling,General Surgery,All,"Dunn, Rex S",,,,,3,63,22,50
3month_rolling,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 1,Valley Regional,2019,4,,,334,355
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"Beveridge,William K",,,,,20,20,322,371
2018_q1,,Peritoneal Lavage or Catherization,,Zone 4,QE2,2018,1,14,21,25,28
3month_rolling,Neurosurgery,,,,,2019,4,,,34,188
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Lapierre, Stephanie",,,,,104,252,27,167
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Mawdsley, Scott D",,,,,40,55,89,114
3month_rolling,,Aneurysm Repair,,Total,Provincial,2019,4,23,215,41,125
2018_q2,,Carpal Tunnel Surgery,,Total,Provincial,2018,2,42,187,64,270
2018_q3,,Hand / Upper Extremity,,Total,Provincial,2018,3,122,434,85,227
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Mawdsley, Scott D",,,,,33,42,28,62
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"Beaton, Eric",,,,,,,31,53
2019_q4,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2019,4,101,165,105,274
2018_q1,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2018,1,23,86,108,345
2019_q4,,Hemorrhoidectomy,,Zone 4,Dartmouth General,2019,4,161,243,88,253
2019_q2,,Cardiac Valve Replacement,,Total,Provincial,2019,2,,,14,80
2019_q2,,Knee Scope,,Zone 3,Cape Breton Regional,2019,2,28,95,78,181
3month_rolling,,Brain Surgery  (Adult),,Total,Provincial,2019,4,48,162,35,175
2018_q3,,Cornea and External Disease,,Total,Provincial,2018,3,49,154,65,510
12month_rolling,Cardiac Surgery,All,"Stewart, Keir Marshall",,,,,,,8,73
2018_q1,,Prostatectomy,,Zone 4,QE2,2018,1,15,78,35,110
2018_q3,,Colorectal Cancer Surgery,,Zone 4,QE2,2018,3,9,60,27,82
2018_q2,,Knee Scope with ACL Repair,,Zone 4,QE2,2018,2,72,153,174,323
2018_q4,,Hysteroscopy,,Zone 2,Colchester East Hants Health Centre,2018,4,35,83,37,125
2019_q3,,Hernia Repair - Inguinal/Femoral,,Zone 3,Cape Breton Regional,2019,3,49,246,79,178
12month_rolling,Ophthalmology,Cataract Surgery,"Cheevers, Paul",,,,,115,258,19,64
2019_q4,,Foot - Arthroplasty,,Total,Provincial,2019,4,209,300,160,365
12month_rolling,Otolaryngology (ENT),Septoplasty,"Taylor, Benjamin A",,,,,77,140,113,250
12month_rolling,Plastic Surgery,,,,,2019,4,,,26,186
2018_q2,,Hemorrhoidectomy,,Zone 4,Dartmouth General,2018,2,139,187,117,265
2019_q4,,Whipple Procedures,,Zone 4,QE2,2019,4,8,18,30,55
2018_q1,,Bowel Resection - Laparoscopic,,Zone 3,Cape Breton Regional,2018,1,28,105,19,33
2019_q1,,Hysteroscopy,,Zone 4,Dartmouth General,2019,1,61,262,52,85
2018_q1,,Knee Scope,,Zone 2,Aberdeen Hospital,2018,1,128,255,136,202
2019_q4,,Gastrointestinal Tract Surgery,,Zone 2,Aberdeen Hospital,2019,4,,,39,64
2019_q2,,Bowel Resection,,Zone 4,Dartmouth General,2019,2,16,67,31,86
12month_rolling,Ophthalmology,All,"Mayer, Kristine L",,,,,126,302,50,128
12month_rolling,General Surgery,Gallbladder Surgery,"Yaffe, Paul",,,,,43,70,34,92
2018_q4,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 4,QE2,2018,4,173,208,105,239
2017_q4,,Dental Extractions and Restorations  (Pediatric),,IWK,IWK,2017,4,137,273,114,284
12month_rolling,Orthopaedic,All,"El-Hawary, Rany",,,,,3,3,192,505
2019_q1,,Gallbladder Surgery,,Zone 1,Valley Regional,2019,1,70,292,47,136
12month_rolling,Orthopaedic,Ankle - Arthroplasty,"Morash, Joel",,,,,46,161,58,116
3month_rolling,,Prostatectomy,,Total,Provincial,2019,4,14,43,53,105
2018_q2,,Ankle - Arthrodesis,,Zone 4,QE2,2018,2,,,95,215
2018_q3,,Knee Replacement,,Zone 1,Valley Regional,2018,3,96,456,323,565
12month_rolling,,Gastric Surgery,,Zone 3,Cape Breton Regional,2019,4,,,22,175
12month_rolling,,Cornea and External Disease,,Total,Provincial,2019,4,70,252,157,472
2018_q1,,Prostate Surgery,,Total,Provincial,2018,1,26,115,41,125
2019_q4,,Oculo Plastic Surgery,,Total,Provincial,2019,4,106,198,118,188
2017_q4,,Ankle - Arthrodesis,,Zone 4,QE2,2017,4,,,125,309
2018_q1,,Bariatric Surgery (for Weight Loss),,Zone 4,QE2,2018,1,"1,361","3,047",47,61
2019_q2,,Pancreas Surgery,,Zone 4,QE2,2019,2,14,29,15,61
2019_q3,,Dental Extractions and Restorations  (Adult),,Zone 4,QE2,2019,3,,,174,475
2018_q1,,Male Circumcision  (Adult),,Zone 3,Cape Breton Regional,2018,1,,,45,131
2019_q2,,Hip Arthroscopy,,Zone 4,Dartmouth General,2019,2,59,510,164,273
12month_rolling,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,Dartmouth General,2019,4,185,262,92,217
2018_q4,,Hernia Repair  (Adult),,Zone 3,St. Marthas Regional,2018,4,17,49,240,425
3month_rolling,,Knee Replacement,,Zone 2,Aberdeen Hospital,2019,4,52,154,172,534
2019_q3,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2019,3,8,69,138,246
12month_rolling,Orthopaedic,Hip Replacement,"Richardson, Christopher Glen",,,,,92,244,447,"1,248"
2019_q4,,Pancreas Surgery,,Zone 4,QE2,2019,4,8,21,26,55
2019_q2,,Colorectal Cancer Surgery,,Zone 4,Dartmouth General,2019,2,15,32,25,40
2018_q1,,Bowel Resection - Open,,Zone 4,Dartmouth General,2018,1,22,89,27,91
2018_q2,,Hip Replacement,,Total,Provincial,2018,2,120,317,197,625
2019_q4,,Thyroid or Parathyroid Surgery,,Zone 3,Cape Breton Regional,2019,4,5,8,105,343
3month_rolling,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Marthas Regional,2019,4,20,74,27,90
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Johnson, Kevin",,,,,21,41,42,77
2018_q3,,Knee Replacement,,Total,Provincial,2018,3,92,435,209,557
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"MacDonald, Joseph Gerard",,,,,304,386,65,97
2018_q4,,Pancreas Surgery,,Total,Provincial,2018,4,13,22,15,62
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Rittenberg, David",,,,,76,148,75,159
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"McGibney, Kieron",,,,,23,71,71,176
2018_q2,,Male Circumcision  (Adult),,Total,Provincial,2018,2,48,186,74,209
2018_q1,,Manipulation of Extremity,,Total,Provincial,2018,1,,,42,279
2019_q2,,Tear Duct Surgery,,Total,Provincial,2019,2,150,371,,
12month_rolling,Orthopaedic,All,"Hurley, Richard",,,,,16,56,160,303
2018_q2,,Bariatric Surgery (for Weight Loss),,Total,Provincial,2018,2,411,"3,282",36,71
3month_rolling,,Dental Extractions and Restorations  (Pediatric),,Zone 3,Inverness Consolidated Memorial,2019,4,,,129,214
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Rittenberg, David",,,,,62,140,47,92
2017_q4,,Cervical Spine (Neck) Surgery,,Total,Provincial,2017,4,48,107,73,189
2019_q2,,Hysteroscopy,,IWK,IWK,2019,2,57,176,46,115
12month_rolling,General Surgery,Hernia Repair - Incisional,"Klassen, Dennis R",,,,,91,91,131,418
12month_rolling,General Surgery,Hernia Repair - Incisional,"Joy, Edward",,,,,90,157,107,188
2018_q2,,Cataract Surgery,,Zone 2,Colchester East Hants Health Centre,2018,2,118,136,96,140
2018_q1,,Kidney Removal,,Zone 4,QE2,2018,1,9,71,38,92
2017_q4,,Thyroid or Parathyroid Surgery,,Total,Provincial,2017,4,39,194,59,313
2019_q3,,Tendon / Ligament Repair,,Zone 3,New Waterford,2019,3,105,131,21,91
12month_rolling,Neurosurgery,,,,,2019,4,,,46,195
2019_q2,,Orthopaedic Trauma,,Total,Provincial,2019,2,16,69,6,177
2019_q1,,Sacral Nerve Stimulation,,Total,Provincial,2019,1,,,89,141
2018_q3,,Male Reproductive System Surgery,,Zone 4,Dartmouth General,2018,3,,,149,587
2018_q3,,Wound Management,,Total,Provincial,2018,3,,,8,34
2019_q2,,Colorectal Cancer Surgery,,Zone 1,South Shore Regional,2019,2,11,15,14,15
12month_rolling,Neurosurgery,Brain Surgery  (Adult),"Walling, Simon",,,,,31,31,42,193
2019_q3,,Breast Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2019,3,10,40,29,65
12month_rolling,Orthopaedic,Knee Scope,"Howatt, Eric",,,,,35,351,67,172
12month_rolling,Cardiac Surgery,Coronary Artery Bypass Graft,"Hirsch, Gregory M",,,,,,,22,72
2018_q1,,Kidney / Upper Urinary Tract,,Zone 3,Cape Breton Regional,2018,1,,,34,66
12month_rolling,Oral Maxillofacial,Temperomandibular Joint Surgery (TMJ),"Brady, James",,,,,194,266,199,402
2019_q1,,Hernia Repair  (Adult),,Total,Provincial,2019,1,71,216,65,245
2018_q2,,Nerve Surgery,,Total,Provincial,2018,2,53,174,29,106
12month_rolling,Otolaryngology (ENT),Septoplasty,"Brodarec, Ivan",,,,,65,237,70,139
2019_q1,,AV Fistula Creation/Closure,,Total,Provincial,2019,1,21,70,29,71
12month_rolling,Thoracic Surgery,Lung Surgery,"Mujoomdar, Aneil Arvind",,,,,21,36,23,53
12month_rolling,Ophthalmology,Cataract Surgery,"Lakosha, Hesham",,,,,43,97,377,468
2019_q1,,Septoplasty,,Zone 4,Dartmouth General,2019,1,89,361,257,541
12month_rolling,,Foot - Bunionectomy,,Zone 4,Hants Community Hospital,2019,4,99,260,,
2018_q1,,Bowel Resection - Open,,Zone 1,South Shore Regional,2018,1,17,85,22,27
2018_q1,,Back Surgery  (Adult),,Total,Provincial,2018,1,85,342,73,157
12month_rolling,General Surgery,All,"Wasilewski, Leszek J",,,,,187,446,83,216
12month_rolling,General Surgery,Hernia Repair - Incisional,"MacDonald, Blair",,,,,66,157,29,38
2019_q4,,Internal Defib Insertion / Loop Recorder,,Total,Provincial,2019,4,,,15,31
2018_q2,,Knee Scope,,Zone 4,Dartmouth General,2018,2,121,396,152,273
12month_rolling,Orthopaedic,All,"Glennie, Raymond Andrew",,,,,70,169,112,199
2017_q4,,Nerve Surgery,,Total,Provincial,2017,4,26,88,32,106
2019_q3,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2019,3,53,197,61,170
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"McCarthy, Leanne",,,,,152,227,142,234
2018_q4,,Kidney Removal,,Zone 1,Valley Regional,2018,4,,,71,105
2019_q3,,Septoplasty,,Zone 2,Cumberland Regional,2019,3,,,28,53
12month_rolling,Urology,Kidney Removal,"Rendon, Ricardo",,,,,14,35,52,98
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 4,Hants Community Hospital,2019,4,,,34,69
2018_q3,,Coronary Artery Bypass Graft,,Zone 4,QE2,2018,3,,,3,62
12month_rolling,General Surgery,Gallbladder Surgery,"Gala Lopez, Boris",,,,,30,145,20,42
12month_rolling,General Surgery,Whipple Procedures,"Walsh, Mark J",,,,,11,21,17,55
2018_q3,,Cystoscopy,,Zone 4,QE2,2018,3,35,142,41,153
2018_q4,,Hernia Repair  (Adult),,Zone 1,Yarmouth Regional,2018,4,18,85,44,71
12month_rolling,General Surgery,Hernia Repair - Incisional,"Hoogerboord, C Marius",,,,,293,384,218,596
